# QA TAB — paste into the 'QA' sheet
# Each chapter has 2 worksheets × 5 questions = 10 rows.
# worksheet = 1 or 2
# type = short  (1-3 sentences)  OR  long  (paragraph answer)
#
"chapter_id","chapter_name","worksheet","question","answer","type"
"8-maths-6","Squares and Square Roots","2","","","short"
"8-maths-7","Cubes and Cube Roots","1","","","short"
"8-maths-7","Cubes and Cube Roots","1","","","short"
"8-maths-7","Cubes and Cube Roots","1","","","short"
"8-maths-7","Cubes and Cube Roots","1","","","short"
"8-maths-7","Cubes and Cube Roots","1","","","short"
"8-maths-7","Cubes and Cube Roots","2","","","short"
"8-maths-7","Cubes and Cube Roots","2","","","short"
"8-maths-7","Cubes and Cube Roots","2","","","short"
"8-maths-7","Cubes and Cube Roots","2","","","short"
"8-maths-7","Cubes and Cube Roots","2","","","short"
"8-maths-8","Comparing Quantities","1","","","short"
"8-maths-8","Comparing Quantities","1","","","short"
"8-maths-8","Comparing Quantities","1","","","short"
"8-maths-8","Comparing Quantities","1","","","short"
"8-maths-8","Comparing Quantities","1","","","short"
"8-maths-8","Comparing Quantities","2","","","short"
"8-maths-8","Comparing Quantities","2","","","short"
"8-maths-8","Comparing Quantities","2","","","short"
"8-maths-8","Comparing Quantities","2","","","short"
"8-maths-8","Comparing Quantities","2","","","short"
"8-maths-9","Algebraic Expressions and Identities","1","","","short"
"8-maths-9","Algebraic Expressions and Identities","1","","","short"
"8-maths-9","Algebraic Expressions and Identities","1","","","short"
"8-maths-9","Algebraic Expressions and Identities","1","","","short"
"8-maths-9","Algebraic Expressions and Identities","1","","","short"
"8-maths-9","Algebraic Expressions and Identities","2","","","short"
"8-maths-9","Algebraic Expressions and Identities","2","","","short"
"8-maths-9","Algebraic Expressions and Identities","2","","","short"
"8-maths-9","Algebraic Expressions and Identities","2","","","short"
"8-maths-9","Algebraic Expressions and Identities","2","","","short"
"8-maths-10","Visualising Solid Shapes","1","","","short"
"8-maths-10","Visualising Solid Shapes","1","","","short"
"8-maths-10","Visualising Solid Shapes","1","","","short"
"8-maths-10","Visualising Solid Shapes","1","","","short"
"8-maths-10","Visualising Solid Shapes","1","","","short"
"8-maths-10","Visualising Solid Shapes","2","","","short"
"8-maths-10","Visualising Solid Shapes","2","","","short"
"8-maths-10","Visualising Solid Shapes","2","","","short"
"8-maths-10","Visualising Solid Shapes","2","","","short"
"8-maths-10","Visualising Solid Shapes","2","","","short"
"8-maths-11","Mensuration","1","","","short"
"8-maths-11","Mensuration","1","","","short"
"8-maths-11","Mensuration","1","","","short"
"8-maths-11","Mensuration","1","","","short"
"8-maths-11","Mensuration","1","","","short"
"8-maths-11","Mensuration","2","","","short"
"8-maths-11","Mensuration","2","","","short"
"8-maths-11","Mensuration","2","","","short"
"8-maths-11","Mensuration","2","","","short"
"8-maths-11","Mensuration","2","","","short"
"8-maths-12","Exponents and Powers","1","","","short"
"8-maths-12","Exponents and Powers","1","","","short"
"8-maths-12","Exponents and Powers","1","","","short"
"8-maths-12","Exponents and Powers","1","","","short"
"8-maths-12","Exponents and Powers","1","","","short"
"8-maths-12","Exponents and Powers","2","","","short"
"8-maths-12","Exponents and Powers","2","","","short"
"8-maths-12","Exponents and Powers","2","","","short"
"8-maths-12","Exponents and Powers","2","","","short"
"8-maths-12","Exponents and Powers","2","","","short"
"8-maths-13","Direct and Inverse Proportions","1","","","short"
"8-maths-13","Direct and Inverse Proportions","1","","","short"
"8-maths-13","Direct and Inverse Proportions","1","","","short"
"8-maths-13","Direct and Inverse Proportions","1","","","short"
"8-maths-13","Direct and Inverse Proportions","1","","","short"
"8-maths-13","Direct and Inverse Proportions","2","","","short"
"8-maths-13","Direct and Inverse Proportions","2","","","short"
"8-maths-13","Direct and Inverse Proportions","2","","","short"
"8-maths-13","Direct and Inverse Proportions","2","","","short"
"8-maths-13","Direct and Inverse Proportions","2","","","short"
"8-maths-14","Factorisation","1","","","short"
"8-maths-14","Factorisation","1","","","short"
"8-maths-14","Factorisation","1","","","short"
"8-maths-14","Factorisation","1","","","short"
"8-maths-14","Factorisation","1","","","short"
"8-maths-14","Factorisation","2","","","short"
"8-maths-14","Factorisation","2","","","short"
"8-maths-14","Factorisation","2","","","short"
"8-maths-14","Factorisation","2","","","short"
"8-maths-14","Factorisation","2","","","short"
"8-maths-15","Introduction to Graphs","1","","","short"
"8-maths-15","Introduction to Graphs","1","","","short"
"8-maths-15","Introduction to Graphs","1","","","short"
"8-maths-15","Introduction to Graphs","1","","","short"
"8-maths-15","Introduction to Graphs","1","","","short"
"8-maths-15","Introduction to Graphs","2","","","short"
"8-maths-15","Introduction to Graphs","2","","","short"
"8-maths-15","Introduction to Graphs","2","","","short"
"8-maths-15","Introduction to Graphs","2","","","short"
"8-maths-15","Introduction to Graphs","2","","","short"
"8-maths-16","Playing with Numbers","1","","","short"
"8-maths-16","Playing with Numbers","1","","","short"
"8-maths-16","Playing with Numbers","1","","","short"
"8-maths-16","Playing with Numbers","1","","","short"
"8-maths-16","Playing with Numbers","1","","","short"
"8-maths-16","Playing with Numbers","2","","","short"
"8-maths-16","Playing with Numbers","2","","","short"
"8-maths-16","Playing with Numbers","2","","","short"
"8-maths-16","Playing with Numbers","2","","","short"
"8-maths-16","Playing with Numbers","2","","","short"
"8-science-1","Crop Production and Management","1","","","short"
"8-science-1","Crop Production and Management","1","","","short"
"8-science-1","Crop Production and Management","1","","","short"
"8-science-1","Crop Production and Management","1","","","short"
"8-science-1","Crop Production and Management","1","","","short"
"8-science-1","Crop Production and Management","2","","","short"
"8-science-1","Crop Production and Management","2","","","short"
"8-science-1","Crop Production and Management","2","","","short"
"8-science-1","Crop Production and Management","2","","","short"
"8-science-1","Crop Production and Management","2","","","short"
"8-science-2","Microorganisms: Friend and Foe","1","","","short"
"8-science-2","Microorganisms: Friend and Foe","1","","","short"
"8-science-2","Microorganisms: Friend and Foe","1","","","short"
"8-science-2","Microorganisms: Friend and Foe","1","","","short"
"8-science-2","Microorganisms: Friend and Foe","1","","","short"
"8-science-2","Microorganisms: Friend and Foe","2","","","short"
"8-science-2","Microorganisms: Friend and Foe","2","","","short"
"8-science-2","Microorganisms: Friend and Foe","2","","","short"
"8-science-2","Microorganisms: Friend and Foe","2","","","short"
"8-science-2","Microorganisms: Friend and Foe","2","","","short"
"8-science-3","Synthetic Fibres and Plastics","1","","","short"
"8-science-3","Synthetic Fibres and Plastics","1","","","short"
"8-science-3","Synthetic Fibres and Plastics","1","","","short"
"8-science-3","Synthetic Fibres and Plastics","1","","","short"
"8-science-3","Synthetic Fibres and Plastics","1","","","short"
"8-science-3","Synthetic Fibres and Plastics","2","","","short"
"8-science-3","Synthetic Fibres and Plastics","2","","","short"
"8-science-3","Synthetic Fibres and Plastics","2","","","short"
"8-science-3","Synthetic Fibres and Plastics","2","","","short"
"8-science-3","Synthetic Fibres and Plastics","2","","","short"
"8-science-4","Materials: Metals and Non-Metals","1","","","short"
"8-science-4","Materials: Metals and Non-Metals","1","","","short"
"8-science-4","Materials: Metals and Non-Metals","1","","","short"
"8-science-4","Materials: Metals and Non-Metals","1","","","short"
"8-science-4","Materials: Metals and Non-Metals","1","","","short"
"8-science-4","Materials: Metals and Non-Metals","2","","","short"
"8-science-4","Materials: Metals and Non-Metals","2","","","short"
"8-science-4","Materials: Metals and Non-Metals","2","","","short"
"8-science-4","Materials: Metals and Non-Metals","2","","","short"
"8-science-4","Materials: Metals and Non-Metals","2","","","short"
"8-science-5","Coal and Petroleum","1","","","short"
"8-science-5","Coal and Petroleum","1","","","short"
"8-science-5","Coal and Petroleum","1","","","short"
"8-science-5","Coal and Petroleum","1","","","short"
"8-science-5","Coal and Petroleum","1","","","short"
"8-science-5","Coal and Petroleum","2","","","short"
"8-science-5","Coal and Petroleum","2","","","short"
"8-science-5","Coal and Petroleum","2","","","short"
"8-science-5","Coal and Petroleum","2","","","short"
"8-science-5","Coal and Petroleum","2","","","short"
"8-science-6","Combustion and Flame","1","","","short"
"8-science-6","Combustion and Flame","1","","","short"
"8-science-6","Combustion and Flame","1","","","short"
"8-science-6","Combustion and Flame","1","","","short"
"8-science-6","Combustion and Flame","1","","","short"
"8-science-6","Combustion and Flame","2","","","short"
"8-science-6","Combustion and Flame","2","","","short"
"8-science-6","Combustion and Flame","2","","","short"
"8-science-6","Combustion and Flame","2","","","short"
"8-science-6","Combustion and Flame","2","","","short"
"8-science-7","Conservation of Plants and Animals","1","","","short"
"8-science-7","Conservation of Plants and Animals","1","","","short"
"8-science-7","Conservation of Plants and Animals","1","","","short"
"8-science-7","Conservation of Plants and Animals","1","","","short"
"8-science-7","Conservation of Plants and Animals","1","","","short"
"8-science-7","Conservation of Plants and Animals","2","","","short"
"8-science-7","Conservation of Plants and Animals","2","","","short"
"8-science-7","Conservation of Plants and Animals","2","","","short"
"8-science-7","Conservation of Plants and Animals","2","","","short"
"8-science-7","Conservation of Plants and Animals","2","","","short"
"8-science-8","Cell - Structure and Functions","1","","","short"
"8-science-8","Cell - Structure and Functions","1","","","short"
"8-science-8","Cell - Structure and Functions","1","","","short"
"8-science-8","Cell - Structure and Functions","1","","","short"
"8-science-8","Cell - Structure and Functions","1","","","short"
"8-science-8","Cell - Structure and Functions","2","","","short"
"8-science-8","Cell - Structure and Functions","2","","","short"
"8-science-8","Cell - Structure and Functions","2","","","short"
"8-science-8","Cell - Structure and Functions","2","","","short"
"8-science-8","Cell - Structure and Functions","2","","","short"
"8-science-9","Reproduction in Animals","1","","","short"
"8-science-9","Reproduction in Animals","1","","","short"
"8-science-9","Reproduction in Animals","1","","","short"
"8-science-9","Reproduction in Animals","1","","","short"
"8-science-9","Reproduction in Animals","1","","","short"
"8-science-9","Reproduction in Animals","2","","","short"
"8-science-9","Reproduction in Animals","2","","","short"
"8-science-9","Reproduction in Animals","2","","","short"
"8-science-9","Reproduction in Animals","2","","","short"
"8-science-9","Reproduction in Animals","2","","","short"
"8-science-10","Reaching the Age of Adolescence","1","","","short"
"8-science-10","Reaching the Age of Adolescence","1","","","short"
"8-science-10","Reaching the Age of Adolescence","1","","","short"
"8-science-10","Reaching the Age of Adolescence","1","","","short"
"8-science-10","Reaching the Age of Adolescence","1","","","short"
"8-science-10","Reaching the Age of Adolescence","2","","","short"
"8-science-10","Reaching the Age of Adolescence","2","","","short"
"8-science-10","Reaching the Age of Adolescence","2","","","short"
"8-science-10","Reaching the Age of Adolescence","2","","","short"
"8-science-10","Reaching the Age of Adolescence","2","","","short"
"8-science-11","Force and Pressure","1","","","short"
"8-science-11","Force and Pressure","1","","","short"
"8-science-11","Force and Pressure","1","","","short"
"8-science-11","Force and Pressure","1","","","short"
"8-science-11","Force and Pressure","1","","","short"
"8-science-11","Force and Pressure","2","","","short"
"8-science-11","Force and Pressure","2","","","short"
"8-science-11","Force and Pressure","2","","","short"
"8-science-11","Force and Pressure","2","","","short"
"8-science-11","Force and Pressure","2","","","short"
"8-science-12","Friction","1","","","short"
"8-science-12","Friction","1","","","short"
"8-science-12","Friction","1","","","short"
"8-science-12","Friction","1","","","short"
"8-science-12","Friction","1","","","short"
"8-science-12","Friction","2","","","short"
"8-science-12","Friction","2","","","short"
"8-science-12","Friction","2","","","short"
"8-science-12","Friction","2","","","short"
"8-science-12","Friction","2","","","short"
"8-science-13","Sound","1","","","short"
"8-science-13","Sound","1","","","short"
"8-science-13","Sound","1","","","short"
"8-science-13","Sound","1","","","short"
"8-science-13","Sound","1","","","short"
"8-science-13","Sound","2","","","short"
"8-science-13","Sound","2","","","short"
"8-science-13","Sound","2","","","short"
"8-science-13","Sound","2","","","short"
"8-science-13","Sound","2","","","short"
"8-science-14","Chemical Effects of Electric Current","1","","","short"
"8-science-14","Chemical Effects of Electric Current","1","","","short"
"8-science-14","Chemical Effects of Electric Current","1","","","short"
"8-science-14","Chemical Effects of Electric Current","1","","","short"
"8-science-14","Chemical Effects of Electric Current","1","","","short"
"8-science-14","Chemical Effects of Electric Current","2","","","short"
"8-science-14","Chemical Effects of Electric Current","2","","","short"
"8-science-14","Chemical Effects of Electric Current","2","","","short"
"8-science-14","Chemical Effects of Electric Current","2","","","short"
"8-science-14","Chemical Effects of Electric Current","2","","","short"
"8-science-15","Some Natural Phenomena","1","","","short"
"8-science-15","Some Natural Phenomena","1","","","short"
"8-science-15","Some Natural Phenomena","1","","","short"
"8-science-15","Some Natural Phenomena","1","","","short"
"8-science-15","Some Natural Phenomena","1","","","short"
"8-science-15","Some Natural Phenomena","2","","","short"
"8-science-15","Some Natural Phenomena","2","","","short"
"8-science-15","Some Natural Phenomena","2","","","short"
"8-science-15","Some Natural Phenomena","2","","","short"
"8-science-15","Some Natural Phenomena","2","","","short"
"8-science-16","Light","1","","","short"
"8-science-16","Light","1","","","short"
"8-science-16","Light","1","","","short"
"8-science-16","Light","1","","","short"
"8-science-16","Light","1","","","short"
"8-science-16","Light","2","","","short"
"8-science-16","Light","2","","","short"
"8-science-16","Light","2","","","short"
"8-science-16","Light","2","","","short"
"8-science-16","Light","2","","","short"
